StateName,StateFIPS,PUMA,Counties Within PUMA,PumaState,uninsured_total,uninsured_percent,FoodStamp,Age0_18,Age19_25,Age26_34,Age35_54,Age55_64,138PctFPL_or_Less,139to400PctFPL,Above400PctFPL,Male,Female,Married,ChildinFamily,Latino,WhiteNonLatino,BlackNonLatino,AsianNonLatino,HawaiiPacIslander,AmericanIndian_AlaskaNative,Multiracial_or_Other,Disabled,FullTime_Worker_in_Family,Job_Agriculture,Job_Mining,Job_ManufacturingConstruction,Job_Trade,Job_InfoFinance,Job_EducHealth,Job_Entertainment,Job_Service,Job_MilitaryPublic,LessThanHS,HSDiploma,CollegeGrad,NoEnglishAdults_in_House,EnglishSpeaking,Spanish,Chinese,Korean,Vietnamese,Tagalog,Russian,OtherLang,SpeaksMostCommonOthLang,OtherLanguage
New York,36,2300,Rensselaer County,3602300,9908,7.3,7.2,3.5,29.8,13.6%,41.9%,11.2%,46.7%,39.2%,14.1%,61.8%,38.2%,22.7%,19.9%,5.3%,84.6%,6.3%,3.4%,0.0%,0.0%,0.3%,6.2%,73.9%,0.0%,6.1%,11.6%,29.2%,13.1%,11.6%,10.4%,5.5%,2.4%,8.3%,76.4%,15.4%,2.2%,97.5,0.0,1.0,0.4,0.0,0.0,0.1,1.0,0.5,Portuguese
New York,36,2401,Albany County (part),3602401,10759,11.8,13.3,7.1,36.3,24.3%,23.4%,8.9%,49.1%,47.1%,3.8%,64.5%,35.5%,20.8%,21.0%,9.1%,46.1%,35.5%,7.3%,0.0%,0.0%,2.0%,4.5%,77.7%,0.0%,2.5%,2.0%,28.1%,13.2%,9.9%,25.1%,2.5%,3.5%,10.1%,71.3%,18.6%,0.7%,97.8,0.0,0.0,0.0,0.6,0.0,0.1,1.5,1.0,Albanian
New York,36,2402,Albany County (part),3602402,10448,6.2,14.5,13.3,25.1,18.8%,32.9%,9.9%,37.7%,43.0%,19.3%,58.1%,41.9%,19.9%,26.0%,4.9%,93.5%,0.0%,0.0%,0.0%,0.5%,1.0%,1.7%,71.8%,0.7%,8.9%,3.6%,21.2%,14.6%,12.8%,16.7%,1.9%,4.2%,14.4%,72.6%,13.0%,0.6%,99.4,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,**
New York,36,2500,"Columbia County, Greene County",3602500,8669,9.6,17.1,11.2,16.8,19.5%,36.5%,16.1%,47.4%,42.1%,10.5%,59.1%,40.9%,19.4%,21.4%,6.9%,88.5%,2.1%,1.3%,0.0%,0.0%,1.3%,7.3%,67.4%,3.5%,9.8%,5.1%,17.2%,14.8%,6.7%,9.8%,8.1%,1.4%,21.2%,62.4%,16.5%,3.1%,99.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**
New York,36,2601,Broome County (part),3602601,13183,13.5,14.3,18.9,21.7,21.5%,26.2%,11.6%,39.2%,50.6%,10.2%,61.9%,38.1%,20.9%,34.0%,3.8%,92.7%,0.4%,3.1%,0.0%,0.0%,0.0%,7.7%,82.2%,3.6%,16.6%,7.4%,14.5%,9.1%,1.2%,14.0%,6.0%,2.3%,17.5%,65.0%,17.5%,0.0%,98.3,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,**
New York,36,2602,Broome County (part),3602602,13686,12.4,26.9,12.2,31.9,23.3%,28.8%,3.8%,42.9%,32.3%,24.8%,50.9%,49.1%,16.5%,22.2%,3.7%,74.3%,17.4%,3.8%,0.0%,0.0%,0.9%,4.0%,71.1%,0.0%,5.8%,1.1%,28.2%,9.7%,9.7%,8.9%,5.4%,2.0%,15.5%,69.0%,15.4%,1.0%,97.3,0.0,0.7,0.0,0.0,0.0,0.0,2.0,0.8,Laotian
New York,36,2700,"Chemung County, Schuyler County",3602700,8289,9.2,5.4,8.2,21.7,17.6%,43.1%,9.4%,46.5%,37.3%,16.2%,56.4%,43.6%,13.6%,21.8%,0.8%,82.3%,8.8%,4.9%,0.0%,0.0%,3.2%,0.9%,86.5%,8.1%,9.1%,6.2%,15.7%,9.9%,13.4%,21.1%,3.8%,0.9%,11.4%,79.8%,8.8%,4.0%,95.1,0.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,**
New York,36,2800,"Steuben County, Yates County",3602800,15653,15.1,12.2,11.3,19.0,21.6%,35.9%,12.2%,41.0%,49.4%,9.6%,51.1%,48.9%,30.2%,29.9%,0.6%,94.8%,1.0%,1.9%,0.0%,0.8%,0.9%,12.5%,79.9%,6.7%,8.9%,14.5%,13.4%,15.0%,8.7%,6.8%,3.2%,1.9%,21.5%,72.1%,6.4%,1.3%,98.4,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.3,German
New York,36,2900,"Cattaraugus County, Allegany County",3602900,15224,14.1,15.4,22.1,16.6,22.1%,32.4%,6.7%,50.3%,44.9%,4.8%,60.2%,39.8%,33.7%,48.0%,0.4%,91.1%,1.2%,0.2%,0.0%,5.4%,1.7%,7.2%,72.9%,7.2%,11.1%,4.9%,12.6%,5.6%,8.7%,13.4%,3.0%,1.6%,21.1%,70.0%,8.9%,1.0%,98.5,0.2,0.0,0.0,0.0,0.0,0.0,1.3,1.2,Pennsylvania Dutch
New York,36,3000,Chautauqua County,3603000,13093,11.8,16.2,24.2,20.8,11.2%,35.6%,8.2%,59.9%,35.9%,4.3%,65.0%,35.0%,22.0%,39.9%,8.8%,85.1%,3.5%,1.1%,0.0%,0.0%,1.4%,6.9%,74.0%,5.2%,7.6%,7.2%,14.5%,8.1%,5.5%,9.2%,5.4%,0.9%,42.7%,53.6%,3.7%,5.1%,90.0,2.6,0.0,0.2,0.0,0.0,0.0,7.2,2.7,German
New York,36,3101,Ulster County (part),3603101,12873,15.0,18.6,11.4,14.3,24.0%,41.7%,8.6%,62.1%,26.4%,11.5%,68.3%,31.7%,20.7%,28.1%,22.2%,53.1%,15.3%,2.9%,0.0%,0.0%,6.5%,10.2%,65.0%,3.1%,4.6%,7.3%,15.7%,8.6%,8.0%,11.3%,6.1%,2.1%,22.8%,68.8%,8.4%,8.8%,90.9,6.1,0.2,0.0,0.0,0.0,0.0,2.7,0.9,Urdu
New York,36,3102,Ulster County (part),3603102,15338,11.6,12.5,6.2,17.5,23.7%,43.0%,9.5%,53.0%,41.1%,5.8%,52.6%,47.4%,29.7%,18.1%,7.0%,77.7%,10.8%,2.2%,0.0%,0.0%,2.3%,8.8%,74.1%,0.8%,10.7%,1.3%,19.6%,11.6%,15.2%,10.8%,8.8%,1.3%,16.5%,70.3%,13.2%,4.7%,95.8,2.7,0.0,0.0,0.0,0.0,0.0,1.5,1.1,French
New York,36,3201,Dutchess County (part),3603201,11260,10.6,7.7,11.6,9.9,19.2%,48.9%,10.4%,38.7%,46.4%,14.9%,54.0%,46.0%,31.8%,29.2%,18.1%,66.0%,6.5%,8.8%,0.0%,0.6%,0.0%,13.1%,85.7%,5.1%,9.2%,7.6%,13.9%,14.4%,9.9%,14.5%,2.4%,6.0%,22.0%,59.5%,18.5%,9.4%,87.0,10.1,0.9,0.0,0.0,0.0,0.0,2.0,1.1,Japanese
New York,36,3202,Dutchess County (part),3603202,17362,11.8,7.0,12.0,15.4,19.8%,41.8%,11.1%,40.8%,47.5%,11.7%,59.1%,40.9%,29.1%,32.8%,16.4%,48.4%,30.1%,3.9%,0.0%,0.4%,0.8%,10.2%,77.3%,1.3%,11.4%,3.6%,27.6%,13.2%,11.1%,11.0%,2.9%,4.8%,16.8%,67.0%,16.2%,10.7%,86.1,5.1,1.8,0.0,0.0,0.0,0.0,7.1,3.9,Arabic
New York,36,3301,Orange County (part),3603301,12555,12.1,9.0,16.9,17.3,30.0%,31.0%,4.7%,49.0%,39.6%,11.5%,53.6%,46.4%,30.1%,39.3%,48.0%,33.2%,14.2%,2.6%,0.0%,0.0%,2.0%,8.1%,73.2%,2.2%,5.8%,6.2%,15.1%,12.7%,13.3%,13.1%,7.8%,0.0%,22.6%,60.2%,17.2%,18.9%,80.8,15.8,0.0,0.0,0.0,0.0,0.0,3.3,2.6,Sinhalese
New York,36,3302,Orange County (part),3603302,12171,11.5,4.7,5.9,17.1,18.5%,49.7%,8.7%,44.1%,42.3%,13.6%,65.2%,34.8%,38.0%,28.0%,22.3%,50.3%,19.4%,6.3%,0.0%,0.0%,1.7%,14.9%,79.6%,4.2%,12.5%,2.6%,16.9%,11.9%,7.7%,16.4%,6.2%,1.2%,26.4%,56.1%,17.5%,10.5%,77.5,14.0,0.0,0.0,0.0,0.0,0.0,8.4,4.0,Ukrainian
New York,36,3303,Orange County (part),3603303,9601,8.4,5.3,10.9,13.5,26.6%,40.0%,9.0%,57.1%,23.8%,19.0%,61.1%,38.9%,27.7%,30.5%,24.9%,65.0%,3.5%,0.5%,0.0%,0.0%,6.0%,1.5%,78.9%,0.0%,11.7%,3.7%,26.7%,14.1%,10.1%,4.7%,4.2%,3.1%,15.5%,62.6%,21.9%,15.4%,85.5,13.2,0.0,0.5,0.0,0.0,0.0,0.8,0.0,**
New York,36,3400,Westchester County (part),3603400,20153,12.6,21.0,10.3,23.6,27.9%,29.7%,8.5%,45.3%,40.8%,13.9%,53.6%,46.4%,21.4%,27.2%,52.4%,27.6%,15.5%,4.5%,0.0%,0.0%,0.0%,4.1%,76.7%,0.4%,8.3%,3.5%,21.8%,15.7%,12.1%,5.8%,6.8%,1.3%,19.3%,56.1%,24.6%,16.0%,73.7,22.3,0.4,0.0,0.0,0.6,0.0,2.9,1.0,Polish
New York,36,3501,Westchester County (part),3603501,10693,9.3,0.4,8.1,16.9,14.5%,41.5%,18.9%,48.0%,27.0%,24.9%,57.6%,42.4%,39.2%,32.6%,22.1%,58.6%,12.9%,6.3%,0.0%,0.0%,0.0%,6.5%,71.8%,0.0%,8.9%,2.3%,6.9%,12.2%,10.0%,20.3%,5.5%,0.0%,20.1%,49.5%,30.3%,8.7%,87.2,11.5,1.3,0.0,0.0,0.0,0.0,0.0,0.0,**
New York,36,3502,Westchester County (part),3603502,14183,12.2,12.6,3.0,13.2,28.4%,46.3%,9.0%,55.4%,38.1%,6.5%,69.2%,30.8%,42.7%,19.7%,45.8%,26.4%,22.6%,3.5%,0.0%,0.0%,1.7%,6.2%,59.4%,0.0%,9.8%,1.9%,12.7%,11.5%,7.3%,20.0%,5.1%,1.7%,43.1%,40.6%,16.3%,21.8%,66.6,31.3,0.0,0.9,0.0,0.0,0.0,1.3,0.5,Japanese
New York,36,3503,Westchester County (part),3603503,12067,9.0,5.1,6.8,11.9,27.5%,40.2%,13.7%,39.3%,47.9%,12.8%,52.5%,47.5%,42.3%,27.6%,48.7%,27.4%,17.3%,3.2%,0.0%,0.5%,2.9%,4.2%,78.0%,0.0%,8.4%,3.1%,18.3%,13.4%,16.3%,8.4%,8.7%,3.8%,19.1%,52.9%,28.0%,16.7%,72.9,25.0,0.0,0.0,0.0,0.0,0.0,2.2,1.3,French Creole
New York,36,3504,Westchester County (part),3603504,13594,14.4,2.6,19.3,14.0,15.4%,41.7%,9.6%,35.0%,52.8%,12.2%,61.4%,38.6%,29.9%,41.3%,59.1%,34.8%,3.5%,2.0%,0.0%,0.0%,0.6%,3.5%,85.6%,0.0%,9.5%,2.8%,13.7%,21.6%,4.8%,10.6%,10.7%,2.6%,22.5%,48.7%,28.7%,26.5%,57.4,37.3,0.0,0.0,0.0,0.0,0.0,5.3,2.0,Portuguese
New York,36,3505,Westchester County (part),3603505,13992,9.0,18.7,7.9,23.8,21.3%,32.8%,14.2%,46.6%,45.3%,8.1%,54.2%,45.8%,30.0%,34.9%,32.1%,29.5%,34.2%,0.9%,0.0%,0.4%,2.8%,4.5%,75.2%,0.0%,13.2%,5.6%,15.2%,12.0%,9.8%,8.6%,5.3%,9.5%,26.1%,53.5%,20.4%,18.5%,70.0,18.9,0.0,0.9,0.0,0.0,0.0,10.2,6.2,Portuguese
New York,36,3506,Westchester County (part),3603506,10581,11.7,7.7,3.2,15.1,24.4%,47.1%,10.2%,49.9%,44.7%,5.4%,52.7%,47.3%,33.6%,35.4%,28.8%,62.2%,2.5%,1.5%,0.0%,0.0%,5.1%,9.6%,66.7%,0.8%,19.7%,0.7%,11.3%,17.2%,11.5%,11.3%,3.3%,0.6%,10.4%,67.6%,21.9%,13.3%,77.9,12.2,0.0,0.0,0.0,0.0,1.7,8.1,4.1,Slovak
New York,36,3601,Rockland County (part),3603601,5624,5.2,7.0,4.0,28.2,17.3%,39.4%,11.1%,39.5%,34.7%,25.9%,53.0%,47.0%,26.8%,18.1%,9.1%,71.8%,14.9%,4.1%,0.0%,0.0%,0.0%,9.3%,70.0%,0.0%,13.8%,1.6%,18.4%,11.6%,4.1%,15.5%,1.5%,6.6%,6.2%,56.5%,37.3%,4.7%,80.4,6.2,0.0,0.0,0.0,0.0,5.1,8.3,6.7,Polish
New York,36,3602,Rockland County (part),3603602,18765,12.0,9.1,21.9,21.4,22.1%,28.6%,6.1%,56.1%,33.2%,10.7%,53.6%,46.4%,25.9%,46.0%,42.7%,31.8%,25.0%,0.5%,0.0%,0.0%,0.0%,2.6%,73.7%,0.0%,8.9%,0.3%,12.5%,23.3%,5.4%,8.9%,10.1%,8.1%,20.8%,57.6%,21.6%,21.0%,66.9,25.0,0.0,0.0,0.0,0.0,0.9,7.2,5.9,French Creole
New York,36,3701,Bronx County (part),3603701,9495,11.3,11.5,12.2,19.1,21.3%,38.4%,8.9%,52.8%,39.0%,8.2%,58.8%,41.2%,28.9%,26.7%,51.2%,33.0%,11.3%,1.2%,0.0%,0.0%,3.2%,5.4%,75.9%,0.0%,9.7%,1.4%,26.7%,12.1%,14.1%,5.3%,8.1%,3.4%,11.5%,65.8%,22.7%,14.2%,74.7,19.5,1.2,0.0,0.0,0.0,1.4,3.2,1.2,Albanian
New York,36,3702,Bronx County (part),3603702,16840,13.4,21.4,14.2,15.2,16.9%,40.5%,13.2%,38.4%,49.8%,11.8%,53.8%,46.2%,24.4%,33.6%,7.3%,8.7%,79.8%,1.6%,0.0%,0.0%,2.5%,6.3%,76.0%,0.0%,7.7%,0.4%,18.6%,15.1%,18.0%,9.0%,5.1%,5.3%,14.0%,63.6%,22.4%,1.2%,98.8,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**
New York,36,3703,Bronx County (part),3603703,9768,9.8,20.7,13.7,19.6,35.4%,22.1%,9.3%,41.6%,44.5%,13.9%,46.5%,53.5%,14.9%,27.8%,51.7%,30.9%,15.5%,0.2%,0.0%,0.0%,1.8%,7.4%,77.0%,0.0%,5.6%,0.0%,10.9%,16.7%,25.4%,9.5%,5.7%,1.5%,18.5%,47.5%,34.1%,13.0%,92.7,6.6,0.0,0.0,0.0,0.0,0.0,0.7,0.5,Turkish
New York,36,3704,Bronx County (part),3603704,13484,13.4,13.1,8.1,19.4,21.5%,40.0%,11.0%,55.5%,33.4%,11.2%,56.3%,43.7%,29.5%,28.1%,45.5%,16.3%,22.5%,12.0%,0.0%,0.0%,3.7%,7.3%,68.1%,0.0%,5.0%,3.5%,17.3%,10.4%,12.3%,14.3%,3.4%,9.1%,26.5%,53.6%,19.9%,13.1%,68.9,14.6,3.8,0.0,0.0,0.3,0.0,12.4,4.4,Albanian
New York,36,3705,Bronx County (part),3603705,26444,17.4,39.2,16.2,28.2,16.3%,29.4%,10.0%,60.1%,35.1%,4.7%,48.0%,52.0%,20.6%,35.1%,66.2%,1.6%,30.9%,0.4%,0.0%,0.0%,0.9%,5.9%,68.3%,0.0%,2.5%,3.1%,16.4%,6.7%,18.1%,10.6%,6.8%,9.1%,27.1%,69.3%,3.6%,18.5%,73.5,23.0,0.0,0.0,0.0,0.4,0.0,3.0,1.0,"Kru, Ibo, Yoruba"
New York,36,3706,Bronx County (part),3603706,15869,15.9,35.1,6.5,23.2,25.1%,39.7%,5.5%,60.2%,34.0%,5.8%,60.6%,39.4%,25.2%,29.2%,68.7%,5.2%,18.3%,6.9%,0.0%,0.0%,0.8%,3.9%,77.0%,0.0%,4.3%,0.6%,23.7%,21.3%,15.5%,10.9%,3.7%,0.9%,20.9%,66.5%,12.6%,29.4%,64.1,31.4,0.0,0.0,1.4,0.0,0.0,3.1,1.1,Arabic
New York,36,3707,Bronx County (part),3603707,17612,15.4,43.7,6.0,19.9,26.3%,36.3%,11.5%,55.6%,37.2%,7.3%,59.7%,40.3%,28.7%,27.6%,62.2%,3.1%,32.3%,2.2%,0.0%,0.0%,0.3%,3.8%,77.6%,0.2%,8.6%,4.0%,20.7%,13.2%,18.5%,9.0%,5.5%,4.0%,27.8%,55.2%,17.0%,31.6%,54.5,38.4,0.0,0.0,0.0,0.0,0.0,7.1,5.2,"Kru, Ibo, Yoruba"
New York,36,3708,Bronx County (part),3603708,18255,15.1,41.1,14.0,23.8,19.3%,35.8%,7.0%,66.2%,29.8%,4.0%,64.3%,35.7%,23.7%,41.9%,65.9%,0.3%,32.0%,0.8%,0.0%,0.0%,1.0%,7.7%,71.3%,0.5%,4.7%,1.9%,18.3%,10.3%,12.1%,14.4%,6.2%,5.1%,32.5%,61.3%,6.1%,31.5%,61.4,33.4,0.0,0.0,0.0,0.0,0.0,5.1,2.3,French
New York,36,3709,Bronx County (part),3603709,23275,15.1,36.8,8.2,24.1,26.2%,33.7%,7.8%,53.2%,37.5%,9.3%,62.3%,37.7%,21.9%,28.6%,67.2%,1.3%,18.3%,4.5%,0.0%,0.7%,8.0%,2.4%,64.7%,0.0%,8.9%,1.3%,17.5%,14.8%,7.3%,8.2%,5.7%,8.4%,30.3%,56.7%,12.9%,27.0%,65.8,30.4,0.0,0.0,0.0,0.0,0.0,3.8,2.4,Arabic
New York,36,3710,Bronx County (part),3603710,21722,16.6,31.2,9.4,24.3,22.6%,36.7%,7.1%,69.3%,29.1%,1.7%,70.0%,30.0%,13.4%,23.5%,66.2%,4.0%,29.2%,0.2%,0.0%,0.0%,0.5%,7.7%,62.6%,0.2%,3.5%,2.2%,18.0%,10.5%,8.8%,14.2%,6.8%,1.6%,54.6%,38.5%,6.9%,42.8%,53.4,44.8,0.0,0.2,0.0,0.0,0.0,1.6,1.0,French
New York,36,3801,New York County (part),3603801,26997,15.8,49.7,8.7,20.1,28.6%,34.0%,8.6%,48.4%,44.1%,7.6%,61.0%,39.0%,23.4%,23.4%,79.3%,9.0%,7.6%,2.2%,0.0%,0.0%,1.9%,4.8%,79.0%,0.0%,4.9%,5.6%,18.9%,15.4%,12.3%,24.5%,5.1%,1.7%,32.2%,38.9%,28.9%,30.1%,56.3,42.0,1.3,0.4,0.0,0.0,0.0,0.1,0.0,**
New York,36,3802,New York County (part),3603802,19913,17.0,15.7,14.2,8.4,46.6%,25.7%,5.0%,53.1%,37.9%,9.0%,49.3%,50.7%,19.2%,25.9%,43.2%,12.9%,24.7%,11.9%,0.0%,0.0%,7.3%,2.5%,66.1%,0.0%,3.2%,1.4%,14.8%,12.0%,10.8%,11.5%,8.8%,3.1%,10.9%,49.9%,39.2%,10.7%,82.7,12.6,0.4,3.1,0.0,0.0,0.0,1.2,1.2,French
New York,36,3803,New York County (part),3603803,14821,14.0,30.6,5.7,32.1,23.5%,33.2%,5.4%,47.0%,46.3%,6.7%,63.4%,36.6%,27.6%,21.0%,30.3%,9.9%,55.2%,3.5%,0.0%,0.2%,0.9%,5.6%,71.7%,0.0%,4.8%,5.0%,17.8%,21.8%,8.6%,19.0%,9.3%,0.0%,24.8%,55.9%,19.3%,14.8%,76.1,16.1,0.0,0.0,0.0,0.0,0.0,7.8,3.9,Fulani
New York,36,3804,New York County (part),3603804,17362,16.6,17.5,11.9,24.2,25.3%,29.2%,9.4%,52.5%,41.7%,5.8%,61.1%,38.9%,19.5%,28.5%,54.6%,8.4%,24.9%,10.6%,0.0%,0.0%,1.5%,2.8%,75.0%,0.0%,6.5%,3.6%,12.7%,14.7%,8.0%,16.7%,3.8%,5.2%,20.3%,64.6%,15.1%,19.4%,74.4,20.9,1.3,0.0,0.0,0.0,0.0,3.4,1.2,Hindi
New York,36,3805,New York County (part),3603805,9534,5.8,1.1,6.2,4.8,49.4%,26.3%,13.3%,30.1%,24.7%,45.1%,45.8%,54.2%,9.2%,12.7%,20.5%,68.2%,5.1%,4.6%,0.0%,0.0%,1.6%,2.7%,67.1%,0.0%,4.7%,1.1%,7.6%,41.6%,8.0%,4.9%,7.1%,3.3%,0.7%,32.9%,66.4%,9.0%,92.0,3.5,0.0,0.0,0.0,0.0,0.0,4.6,4.6,Dutch
New York,36,3806,New York County (part),3603806,11805,7.5,7.5,3.2,10.4,49.7%,23.9%,12.7%,44.0%,40.5%,15.5%,47.7%,52.4%,9.1%,5.1%,16.8%,61.5%,13.9%,7.7%,0.0%,0.0%,0.1%,2.4%,76.6%,0.0%,0.1%,1.0%,6.0%,21.2%,12.1%,44.2%,3.2%,0.0%,10.2%,24.7%,65.1%,2.7%,90.7,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**
New York,36,3807,New York County (part),3603807,14321,11.8,8.0,4.1,9.9,28.6%,36.3%,21.1%,39.6%,44.7%,15.7%,45.5%,54.5%,17.1%,15.6%,26.1%,56.0%,3.3%,13.4%,0.0%,0.3%,0.9%,0.9%,70.6%,0.0%,4.6%,14.9%,6.7%,22.4%,16.3%,16.9%,7.3%,1.7%,5.6%,50.1%,44.4%,5.6%,89.5,5.5,1.4,1.9,0.0,0.0,0.8,0.9,0.6,Japanese
New York,36,3808,New York County (part),3603808,9413,7.8,1.6,3.3,34.5,27.4%,28.9%,6.0%,60.9%,19.5%,19.6%,57.0%,43.0%,16.4%,4.9%,6.6%,56.2%,0.1%,24.0%,0.0%,0.0%,13.1%,4.3%,49.2%,0.7%,7.5%,3.1%,17.2%,30.2%,8.5%,6.0%,0.0%,0.0%,4.1%,44.4%,51.5%,3.5%,94.2,2.2,0.0,0.4,0.0,0.0,0.0,3.2,3.2,French
New York,36,3809,New York County (part),3603809,16731,12.0,18.4,6.7,11.8,9.6%,55.7%,16.2%,33.9%,53.4%,12.7%,47.4%,52.6%,36.9%,20.2%,17.6%,18.4%,6.1%,53.9%,0.0%,0.8%,3.2%,5.6%,76.2%,0.0%,1.4%,5.6%,17.1%,27.0%,6.7%,20.8%,3.8%,1.5%,30.2%,37.5%,32.3%,32.5%,51.3,5.7,41.8,0.0,0.0,0.0,0.9,0.3,0.0,**
New York,36,3810,New York County (part),3603810,6820,5.4,2.8,15.6,17.9,23.0%,28.5%,15.1%,46.9%,19.3%,33.8%,52.0%,48.0%,7.5%,9.5%,6.3%,60.5%,2.8%,13.5%,0.0%,0.0%,17.0%,10.1%,58.3%,0.0%,2.9%,0.0%,11.3%,17.1%,9.5%,18.5%,14.9%,0.0%,1.3%,46.1%,52.6%,7.1%,88.6,0.0,0.0,4.4,0.0,0.0,0.0,7.0,6.2,Italian
New York,36,3901,Richmond County (part),3603901,8913,6.0,10.0,7.2,20.2,36.1%,27.1%,9.3%,55.6%,31.4%,13.0%,56.6%,43.4%,21.1%,25.5%,20.2%,73.2%,2.3%,1.6%,0.0%,0.0%,2.7%,10.0%,67.2%,0.0%,11.1%,4.0%,25.4%,19.7%,8.7%,4.5%,5.8%,2.2%,5.0%,70.2%,24.7%,1.4%,96.1,0.1,0.0,0.6,0.0,0.0,1.3,2.0,1.0,Albanian
New York,36,3902,Richmond County (part),3603902,7997,7.9,11.3,6.2,27.6,15.4%,30.7%,20.1%,50.5%,28.7%,20.8%,58.6%,41.4%,42.7%,30.6%,21.0%,75.5%,0.1%,3.4%,0.0%,0.0%,0.0%,1.9%,65.3%,0.0%,18.1%,2.1%,7.2%,9.6%,7.1%,5.6%,7.0%,1.4%,8.7%,72.9%,18.4%,28.6%,59.5,9.0,2.2,0.0,0.0,0.0,1.8,27.6,15.8,Serbian
New York,36,3903,Richmond County (part),3603903,12184,8.1,33.2,5.7,24.7,24.8%,37.4%,7.4%,52.7%,29.9%,17.4%,58.2%,41.8%,39.2%,29.0%,33.2%,29.0%,20.1%,14.8%,0.0%,0.0%,2.9%,2.6%,68.1%,0.0%,8.5%,1.5%,19.9%,7.6%,6.4%,12.9%,4.7%,5.4%,22.2%,64.2%,13.7%,8.0%,83.5,13.6,0.0,0.0,0.0,0.0,0.0,2.9,2.2,Fulani
New York,36,4001,Kings County (part),3604001,19422,14.9,18.9,1.4,18.7,35.5%,36.5%,8.0%,39.6%,36.8%,23.6%,52.0%,48.0%,28.6%,12.1%,30.7%,59.9%,4.9%,2.3%,0.0%,1.0%,1.3%,4.2%,80.5%,0.0%,2.7%,5.8%,13.8%,29.0%,4.7%,22.7%,4.5%,2.9%,13.2%,48.3%,38.5%,15.2%,78.9,15.1,0.0,0.0,0.0,0.0,0.4,5.6,3.7,Polish
New York,36,4002,Kings County (part),3604002,26463,22.6,33.9,6.6,15.0,36.5%,32.9%,8.9%,43.8%,49.3%,6.9%,57.3%,42.7%,29.9%,21.6%,62.2%,16.4%,15.8%,4.6%,0.0%,0.0%,1.1%,6.9%,74.2%,0.4%,4.3%,6.2%,15.7%,11.6%,7.7%,17.5%,7.3%,8.6%,32.9%,46.9%,20.3%,37.7%,58.0,39.3,1.4,0.0,0.0,0.3,0.0,1.0,0.0,**
New York,36,4003,Kings County (part),3604003,16134,13.7,23.2,16.1,21.7,25.6%,29.3%,7.3%,60.4%,31.5%,8.1%,57.5%,42.5%,18.0%,31.4%,11.6%,16.0%,68.5%,1.4%,0.0%,0.0%,2.6%,4.6%,61.6%,0.9%,3.6%,3.4%,14.2%,8.9%,8.6%,11.8%,4.6%,11.9%,27.1%,51.4%,21.5%,4.6%,91.5,2.8,0.0,0.0,0.0,0.0,0.0,5.8,2.9,French
New York,36,4004,Kings County (part),3604004,12252,11.9,37.5,7.6,25.3,24.8%,38.0%,4.3%,55.5%,26.8%,17.7%,58.0%,42.0%,10.3%,20.2%,36.9%,25.4%,31.0%,6.7%,0.0%,0.0%,0.0%,6.6%,68.0%,0.8%,4.6%,2.1%,7.6%,24.9%,13.7%,12.2%,4.5%,2.9%,23.7%,47.6%,28.7%,9.9%,88.2,9.9,0.0,1.9,0.0,0.0,0.0,0.0,0.0,**
New York,36,4005,Kings County (part),3604005,11181,11.3,2.5,7.5,13.2,34.6%,31.7%,13.0%,23.7%,53.9%,22.4%,64.1%,35.9%,25.7%,19.4%,27.1%,58.0%,3.5%,8.1%,0.0%,0.0%,3.3%,3.0%,83.8%,0.0%,1.5%,0.9%,20.4%,32.6%,7.1%,16.2%,8.8%,0.0%,8.5%,29.0%,62.5%,10.4%,87.3,4.8,0.0,0.0,0.0,0.0,0.0,7.9,6.2,Polish
New York,36,4006,Kings County (part),3604006,16789,15.4,15.5,6.5,16.4,31.7%,32.9%,12.5%,50.8%,35.3%,13.8%,59.9%,40.1%,25.1%,19.4%,11.2%,17.1%,67.5%,3.0%,0.0%,0.0%,1.1%,6.9%,64.8%,0.0%,10.7%,3.7%,11.4%,10.3%,14.4%,12.0%,5.6%,7.3%,24.1%,51.2%,24.6%,8.3%,90.2,6.6,0.0,0.0,0.0,0.0,0.0,3.2,1.4,Bengali
New York,36,4007,Kings County (part),3604007,17012,15.1,36.5,14.4,25.6,27.3%,24.9%,7.8%,70.0%,24.7%,5.3%,49.9%,50.1%,12.2%,36.6%,22.4%,0.9%,76.7%,0.0%,0.0%,0.0%,0.0%,6.2%,57.7%,0.0%,6.2%,1.8%,13.6%,7.1%,20.6%,7.9%,0.7%,6.0%,22.6%,74.9%,2.6%,11.2%,91.9,6.4,0.0,0.0,0.0,0.0,0.0,1.7,0.8,Italian
